inventory_id,fig_num,quantity
7822,fig-000690,1
7824,fig-000095,1
7830,fig-001154,2
7835,fig-000208,1
7836,fig-000812,1
7839,fig-001194,1
7847,fig-001087,100
7851,fig-000267,1
7854,fig-000359,1
7854,fig-000628,1
7854,fig-000629,1
7854,fig-000631,1
7854,fig-002227,1
7866,fig-000928,1
7867,fig-001492,1
7869,fig-001714,1
7869,fig-001889,2
7869,fig-001939,1
7869,fig-002514,1
7869,fig-002515,1
7869,fig-002516,1
7869,fig-002517,1
7869,fig-002518,1
7869,fig-002519,1
7869,fig-002520,2
7869,fig-002521,2
7869,fig-002522,1
7869,fig-002523,1
7869,fig-002524,2
7869,fig-002525,1
7869,fig-002526,1
7869,fig-002527,1
7869,fig-002528,1
7869,fig-002529,1
7869,fig-002530,1
7879,fig-000121,1
7883,fig-000208,1
7901,fig-000497,1
7904,fig-000404,1
7915,fig-000873,1
7916,fig-000586,1
7917,fig-000120,1
7922,fig-000950,1
7928,fig-002498,1
7928,fig-002501,1
7928,fig-002502,1
7928,fig-002503,1
7928,fig-002504,1
7928,fig-002505,1
7930,fig-000274,1
7941,fig-001243,1
7954,fig-001202,1
7956,fig-000663,1
7958,fig-000549,1
7977,fig-001196,1
7978,fig-000983,1
7979,fig-000021,1
7983,fig-000353,1
7993,fig-000287,1
7995,fig-000792,1
7999,fig-000257,1
8009,fig-001340,1
8017,fig-000480,1
8023,fig-000802,1
8059,fig-000981,1
8066,fig-000726,1
8068,fig-000079,1
8070,fig-000406,1
8094,fig-001044,1
8126,fig-000231,1
8132,fig-000567,1
8146,fig-000984,1
8157,fig-000456,1
8161,fig-000636,1
8167,fig-000178,1
8175,fig-002169,1
8175,fig-002170,1
8175,fig-002171,1
8181,fig-000380,1
8184,fig-000054,1
8196,fig-000742,1
8203,fig-001377,1
8225,fig-000808,1
8249,fig-000018,1
8249,fig-000489,1
8249,fig-001059,1
8252,fig-000070,1
8255,fig-002435,1
8255,fig-002436,1
8259,fig-002583,1
8259,fig-002584,1
8262,fig-001307,1
8262,fig-002221,1
8263,fig-001476,1
8265,fig-000204,1
8267,fig-000631,1
8275,fig-000336,1
8288,fig-000063,1
8301,fig-000273,1
8310,fig-000660,1
8339,fig-001136,1
8341,fig-001461,1
8342,fig-001158,1
8345,fig-001235,1
8352,fig-001275,1
8362,fig-002491,1
8362,fig-002492,1
8362,fig-002493,1
8362,fig-002494,1
8405,fig-000144,1
8408,fig-000301,1
8410,fig-001523,1
8412,fig-002392,1
8412,fig-002393,1
8417,fig-000218,1
8418,fig-000088,1
8429,fig-000713,1
8435,fig-002405,1
8435,fig-002406,1
8435,fig-002407,1
8443,fig-001055,1
8458,fig-000775,1
8487,fig-002510,1
8494,fig-000607,1
8508,fig-000970,1
8511,fig-000230,1
8512,fig-001393,1
8520,fig-001379,1
8525,fig-000194,1
8543,fig-000447,1
8546,fig-000736,1
8550,fig-001102,1
8566,fig-000487,2
8570,fig-000632,1
8584,fig-000154,1
8586,fig-000563,1
8591,fig-000226,1
8595,fig-000819,1
8602,fig-001249,1
8620,fig-000335,1
8637,fig-000976,1
8641,fig-000757,1
8644,fig-000036,1
8654,fig-001440,1
8673,fig-000993,1
8679,fig-000913,1
8691,fig-001418,1
8705,fig-000080,1
8709,fig-001236,1
8711,fig-001101,1
8723,fig-001254,1
8725,fig-002396,1
8725,fig-002397,1
8726,fig-000296,1
8774,fig-001279,1
8774,fig-002764,1
8774,fig-002765,1
8774,fig-002766,1
8774,fig-002767,1
8774,fig-002768,1
8774,fig-002769,1
8776,fig-001009,1
8779,fig-001392,1
8785,fig-001139,1
8803,fig-000187,1
8824,fig-000366,1
8833,fig-001374,1
8838,fig-000113,1
8838,fig-000750,1
8838,fig-002233,1
8842,fig-000158,1
8844,fig-000345,1
8852,fig-000093,1
8854,fig-001095,1
8860,fig-000825,1
8868,fig-000935,1
8869,fig-002347,1
8869,fig-002348,1
8870,fig-000236,4
8880,fig-001462,1
8881,fig-001368,1
8890,fig-001559,1
8892,fig-000909,1
8901,fig-000545,1
8902,fig-000519,1
8907,fig-001714,1
8907,fig-001810,1
8907,fig-002057,1
8907,fig-002544,1
8907,fig-002546,1
8907,fig-002547,1
8907,fig-002548,1
8910,fig-000608,1
8935,fig-000218,1
8945,fig-000055,1
8951,fig-001225,1
8953,fig-000321,3
8955,fig-000312,1
8962,fig-002449,1
8962,fig-002450,1
8962,fig-002451,1
8962,fig-002452,1
8962,fig-002453,1
8964,fig-001449,1
8966,fig-001454,1
8969,fig-001311,1
8982,fig-001228,1
8983,fig-000276,1
8990,fig-000098,1
8991,fig-001533,1
8999,fig-000401,1
9002,fig-000142,1
9010,fig-000106,1
9012,fig-000046,1
9013,fig-001347,1
9016,fig-001278,1
9020,fig-000199,1
9030,fig-000531,1
9031,fig-000116,1
9038,fig-001020,1
9045,fig-000677,1
9050,fig-002315,1
9050,fig-002317,1
9050,fig-002318,1
9050,fig-002321,1
9050,fig-002322,1
9050,fig-002488,1
9050,fig-002489,1
9050,fig-002490,1
9056,fig-000901,1
9062,fig-000990,1
9066,fig-001375,1
9068,fig-000846,1
9071,fig-000302,1
9071,fig-002329,1
9072,fig-001416,1
9077,fig-000496,1
9089,fig-001039,1
9091,fig-001452,1
9113,fig-000992,1
9114,fig-002333,1
9120,fig-000020,1
9127,fig-000680,1
9133,fig-001138,1
9146,fig-000368,1
9163,fig-000298,1
9167,fig-001015,1
9173,fig-000685,1
9174,fig-000569,1
9185,fig-000432,1
9194,fig-001005,1
9196,fig-000806,1
9205,fig-000289,1
9214,fig-000420,1
9216,fig-000601,1
9220,fig-000772,1
9221,fig-001188,1
9224,fig-000173,1
9227,fig-000847,1
9235,fig-000114,1
9240,fig-000752,1
9243,fig-002506,1
9243,fig-002507,1
9244,fig-000092,1
9261,fig-001331,1
9271,fig-000944,1
9276,fig-001410,1
9287,fig-000451,1
9288,fig-000666,1
9323,fig-001509,1
9336,fig-001019,1
9343,fig-000861,1
9346,fig-001050,1
9346,fig-001168,1
9346,fig-002214,1
9346,fig-002215,1
9346,fig-002216,1
9401,fig-001037,1
9410,fig-000730,1
9422,fig-000781,1
9425,fig-000100,1
9427,fig-000269,1
9431,fig-000020,1
9433,fig-001088,1
9438,fig-000293,1
9456,fig-000330,1
9466,fig-001430,1
9468,fig-001258,1
9470,fig-000753,1
9473,fig-000765,1
9477,fig-000113,1
9480,fig-000115,1
9481,fig-001069,2
9508,fig-000376,1
9509,fig-000379,1
9511,fig-000419,1
9518,fig-000341,1
9529,fig-000350,1
9533,fig-001445,1
9547,fig-001056,1
9551,fig-000737,1
9555,fig-000103,1
9585,fig-001413,1
9592,fig-000463,1
9598,fig-000113,1
9611,fig-000079,1
9622,fig-001443,1
9636,fig-000516,1
9639,fig-000849,1
9677,fig-001386,1
9680,fig-000863,1
9687,fig-000069,1
9712,fig-001542,1
9716,fig-001117,1
9718,fig-002390,1
9718,fig-002391,1
9722,fig-000137,1
9723,fig-000540,1
9732,fig-001463,1
9733,fig-000775,1
9734,fig-000195,1
9734,fig-000464,1
9734,fig-000629,1
9734,fig-002224,1
9734,fig-002229,1
9736,fig-001302,1
9767,fig-001383,1
9772,fig-000406,1
9789,fig-000157,1
9794,fig-001198,1
9795,fig-001185,1
9798,fig-000447,1
9798,fig-002509,1
9800,fig-001120,1
9837,fig-000979,1
9839,fig-000743,1
9843,fig-000022,1
9847,fig-000745,1
9849,fig-000921,1
9857,fig-000219,1
9864,fig-002417,1
9864,fig-002418,1
9867,fig-001181,1
9868,fig-001479,1
9870,fig-000354,1
9873,fig-000364,1
9882,fig-000067,1
9894,fig-001865,1
9897,fig-000244,1
9901,fig-000185,1
9912,fig-001294,1
9938,fig-000814,1
9942,fig-001114,1
9948,fig-000286,1
9953,fig-000452,1
9953,fig-000870,1
9957,fig-000754,1
9970,fig-000170,1
9981,fig-000483,1
9988,fig-001483,1
9993,fig-001156,1
9999,fig-000103,1
10000,fig-001541,1
10002,fig-000526,1
10008,fig-001565,1
10008,fig-002205,1
10008,fig-002206,1
10008,fig-002207,1
10010,fig-000099,1
10011,fig-000065,1
10021,fig-000061,2
10025,fig-000698,1
10039,fig-001354,1
10047,fig-000005,1
10047,fig-001013,1
10059,fig-001363,1
10069,fig-001287,1
10083,fig-002269,1
10083,fig-002270,1
10083,fig-002273,1
10083,fig-002275,1
10092,fig-000631,1
10096,fig-000088,1
10098,fig-000263,1
10100,fig-000410,1
10104,fig-000446,1
10115,fig-000099,1
10123,fig-002256,2
10123,fig-002257,1
10128,fig-001488,1
10131,fig-000376,1
10139,fig-001526,1
10146,fig-001286,1
10172,fig-001804,1
10172,fig-002180,1
10172,fig-002181,1
10172,fig-002182,1
10172,fig-002184,1
10175,fig-000429,1
10176,fig-000550,1
10184,fig-001486,1
10190,fig-001341,1
10192,fig-001401,1
10195,fig-001148,1
10201,fig-002459,1
10207,fig-000358,1
10215,fig-001248,1
10228,fig-000447,1
10237,fig-000221,1
10240,fig-000982,1
10250,fig-002260,1
10250,fig-002264,1
10250,fig-002265,1
10250,fig-002275,1
10250,fig-002280,1
10250,fig-002283,1
10250,fig-002286,1
10254,fig-000437,1
10255,fig-000844,1
10257,fig-000613,1
10261,fig-000972,1
10262,fig-001096,1
10315,fig-000464,1
10315,fig-000526,1
10319,fig-001048,1
10321,fig-000650,1
10326,fig-000030,2
10326,fig-000062,1
10335,fig-000344,1
10339,fig-000032,1
10339,fig-001050,1
10339,fig-002213,1
10348,fig-000326,1
10355,fig-000577,1
10356,fig-000524,1
10360,fig-000665,1
10364,fig-000605,1
10367,fig-002352,1
10367,fig-002353,1
10370,fig-001535,1
10394,fig-002313,1
10394,fig-002314,1
10404,fig-000338,1
10408,fig-000782,3
10414,fig-002471,1
10414,fig-002472,1
10424,fig-001513,1
10433,fig-000689,1
10446,fig-002209,1
10446,fig-002210,1
10446,fig-002211,1
10455,fig-001090,1
10459,fig-000884,1
10478,fig-000066,1
10480,fig-000747,1
10484,fig-000106,1
10516,fig-000978,1
10545,fig-001450,1
10581,fig-001099,1
10582,fig-001466,1
10584,fig-000070,2
10584,fig-000406,1
10585,fig-000795,1
10587,fig-000285,2
10616,fig-001517,1
10629,fig-000475,1
10639,fig-000896,1
10654,fig-001179,1
10655,fig-001110,1
10660,fig-000048,1
10677,fig-000314,1
10686,fig-000368,1
10686,fig-001406,1
10686,fig-002721,1
10708,fig-001388,1
10713,fig-000527,1
10734,fig-000040,1
10738,fig-001373,1
10739,fig-000356,1
10748,fig-002480,4
10748,fig-002481,2
10757,fig-001042,1
10778,fig-001384,1
10782,fig-001106,1
10789,fig-000061,2
10792,fig-000251,1
10802,fig-002315,1
10802,fig-002316,1
10802,fig-002317,1
10802,fig-002318,1
10802,fig-002319,1
10802,fig-002320,1
10802,fig-002321,1
10802,fig-002322,1
10802,fig-002323,1
10802,fig-002488,1
10802,fig-002489,1
10802,fig-002490,1
10812,fig-002381,1
10812,fig-002382,1
10812,fig-002383,1
10812,fig-002384,1
10812,fig-002385,1
10819,fig-000620,1
10828,fig-000341,2
10832,fig-001038,1
10835,fig-000533,1
10840,fig-000303,1
10841,fig-000043,1
10841,fig-000839,1
10843,fig-001423,1
10873,fig-000181,1
10875,fig-000591,1
10891,fig-001353,1
10896,fig-000872,1
10897,fig-000074,1
10899,fig-000899,1
10903,fig-000826,1
10913,fig-000832,1
10914,fig-000592,1
10935,fig-001031,1
10937,fig-001124,1
10940,fig-000467,1
10948,fig-000478,1
10969,fig-002034,1
10980,fig-000020,1
10983,fig-000113,1
10990,fig-000406,1
11000,fig-000999,1
11003,fig-001094,1
11021,fig-000733,1
11030,fig-001253,1
11031,fig-000385,1
11035,fig-001493,1
11042,fig-002249,1
11051,fig-000958,1
11057,fig-000730,1
11058,fig-002439,1
11058,fig-002440,1
11058,fig-002441,1
11058,fig-002442,1
11058,fig-002443,1
11058,fig-002444,1
11058,fig-002445,1
11064,fig-001531,1
11068,fig-000742,1
11070,fig-000456,1
11073,fig-000359,1
11073,fig-000631,1
11079,fig-000246,1
11082,fig-001032,1
11086,fig-000119,1
11088,fig-000594,1
11096,fig-000004,1
11103,fig-000376,1
11107,fig-000174,1
11113,fig-000476,1
11138,fig-001061,1
11144,fig-002400,1
11144,fig-002401,1
11144,fig-002402,1
11147,fig-000679,1
11157,fig-000483,1
11188,fig-001073,1
11210,fig-000466,1
11213,fig-000637,1
11217,fig-000892,1
11221,fig-000834,1
11227,fig-001565,1
11227,fig-002208,1
11242,fig-001507,1
11246,fig-000823,1
11259,fig-002280,1
11280,fig-001264,1
11287,fig-002507,1
11296,fig-000547,1
11313,fig-000503,2
11320,fig-000649,1
11327,fig-001068,1
11333,fig-000755,1
11338,fig-002333,1
11358,fig-000865,1
11364,fig-000774,1
11368,fig-000278,1
11369,fig-000167,5
11374,fig-000659,1
11376,fig-001267,1
11381,fig-001011,1
11398,fig-000709,1
11404,fig-000469,1
11417,fig-000311,1
11421,fig-000310,1
11423,fig-000559,1
11431,fig-000356,1
11438,fig-000728,1
11441,fig-000088,1
11454,fig-000351,1
11460,fig-001108,1
11461,fig-000359,1
11462,fig-000131,1
11466,fig-002454,1
11466,fig-002458,1
11500,fig-000290,1
11501,fig-000180,1
11512,fig-000568,1
11514,fig-001505,1
11516,fig-000065,3
11530,fig-001254,1
11530,fig-001278,1
11530,fig-002699,1
11530,fig-002703,1
11530,fig-002705,1
11531,fig-000492,1
11539,fig-002562,1
11539,fig-002563,1
11541,fig-000473,1
11543,fig-001471,1
11549,fig-000195,1
11560,fig-001006,1
11566,fig-000196,1
11567,fig-000222,1
11579,fig-000365,1
11591,fig-001075,1
11600,fig-000681,1
11614,fig-002423,1
11614,fig-002425,1
11616,fig-000362,1
11623,fig-000934,1
11634,fig-000714,1
11635,fig-000241,1
11636,fig-000907,1
11644,fig-000061,1
11645,fig-002372,1
11645,fig-002373,1
11646,fig-000313,1
11658,fig-001404,1
11659,fig-000268,1
11662,fig-000628,1
11671,fig-000183,1
11679,fig-000850,1
11680,fig-000149,1
11680,fig-001095,1
11680,fig-002574,1
11683,fig-000117,1
11685,fig-001464,1
11690,fig-000639,1
11695,fig-002306,1
11695,fig-002307,1
11698,fig-000723,1
11702,fig-002530,1
11702,fig-002681,2
11702,fig-002683,1
11702,fig-002684,1
11706,fig-000668,1
11707,fig-000975,1
11723,fig-000281,1
11728,fig-000087,1
11729,fig-001127,1
11735,fig-000632,1
11745,fig-000578,1
11748,fig-001441,1
11753,fig-001543,1
11764,fig-001359,1
11769,fig-000311,1
11778,fig-001097,1
11788,fig-000694,1
11795,fig-000162,1
11798,fig-000841,1
11803,fig-000305,1
11839,fig-002434,1
11850,fig-001365,1
11857,fig-000803,1
11862,fig-002191,1
11862,fig-002192,1
11862,fig-002193,1
11862,fig-002194,1
11862,fig-002195,1
11864,fig-000477,1
11872,fig-002408,1
11872,fig-002409,1
11887,fig-000138,1
11902,fig-000033,1
11903,fig-000710,1
11909,fig-000691,1
11929,fig-000867,1
11936,fig-001193,1
11939,fig-000239,3
11944,fig-000464,1
11950,fig-000406,1
11957,fig-000333,1
11965,fig-002419,1
11965,fig-002420,1
11965,fig-002421,1
11967,fig-000197,1
11971,fig-000050,1
11974,fig-000737,1
11989,fig-000494,1
11990,fig-000306,1
11993,fig-000997,1
12002,fig-001276,1
12007,fig-000041,1
12011,fig-002057,1
12011,fig-002552,1
12045,fig-001565,1
12076,fig-002253,1
12076,fig-002254,1
12076,fig-002255,1
12086,fig-000721,1
12096,fig-000700,1
12097,fig-000387,1
12102,fig-001000,1
12103,fig-000481,1
12108,fig-000943,1
12120,fig-001382,1
12124,fig-000246,1
12128,fig-000712,1
12128,fig-001369,1
12128,fig-002572,1
12136,fig-000193,1
12136,fig-000608,1
12136,fig-001365,1
12136,fig-002573,1
12136,fig-002574,1
12136,fig-002575,1
12147,fig-000210,1
12148,fig-000086,1
12156,fig-000327,1
12156,fig-002246,1
12156,fig-002247,1
12160,fig-000515,2
12166,fig-000936,1
12167,fig-001467,1
12176,fig-001487,1
12186,fig-000004,1
12189,fig-000051,1
12202,fig-000576,1
12203,fig-001251,1
12206,fig-001325,1
12217,fig-000549,1
12235,fig-000660,1
12239,fig-001524,1
12257,fig-002476,2
12257,fig-002477,2
12257,fig-002478,1
12257,fig-002479,1
12261,fig-000128,1
12266,fig-002099,1
12266,fig-002261,1
12269,fig-000880,1
12274,fig-001113,1
12275,fig-000871,1
12275,fig-000877,1
12275,fig-002763,1
12286,fig-000103,1
12290,fig-000134,1
12296,fig-001481,1
12324,fig-001558,1
12335,fig-000086,1
12338,fig-001310,1
12354,fig-002379,1
12354,fig-002380,1
12356,fig-000749,1
12368,fig-000996,1
12371,fig-002438,1
12377,fig-000304,1
12384,fig-002014,1
12384,fig-002537,1
12384,fig-002538,1
12386,fig-001237,1
12399,fig-002297,1
12399,fig-002298,1
12408,fig-000433,1
12414,fig-000427,1
12420,fig-000642,1
12424,fig-000926,1
12431,fig-000417,1
12431,fig-001875,1
12431,fig-002728,1
12441,fig-000239,2
12453,fig-001224,1
12454,fig-001398,1
12455,fig-000341,1
12466,fig-002270,1
12466,fig-002295,1
12469,fig-000219,1
12469,fig-002328,1
12471,fig-001036,1
12476,fig-000211,1
12481,fig-002506,2
12484,fig-000170,1
12485,fig-000554,1
12487,fig-001153,1
12488,fig-002225,1
12488,fig-002228,1
12488,fig-002229,1
12492,fig-001522,1
12498,fig-001206,1
12508,fig-000422,1
12508,fig-002577,1
12513,fig-000595,1
12514,fig-000851,1
12517,fig-001200,1
12518,fig-001065,1
12521,fig-002449,1
12521,fig-002457,1
12523,fig-000752,1
12528,fig-000220,1
12529,fig-001272,1
12532,fig-001152,1
12545,fig-001129,1
12566,fig-000513,1
12573,fig-001502,1
12588,fig-000570,1
12589,fig-001123,1
12595,fig-000766,1
12612,fig-001288,1
12635,fig-000942,1
12640,fig-000946,1
12670,fig-000070,2
12670,fig-000406,1
12672,fig-000091,1
12698,fig-002410,1
12698,fig-002411,1
12703,fig-001494,1
12709,fig-000281,1
12714,fig-001519,1
12737,fig-000355,1
12746,fig-000277,1
12747,fig-002394,1
12747,fig-002395,1
12752,fig-000195,1
12752,fig-000464,1
12752,fig-000629,1
12752,fig-002224,1
12752,fig-002229,1
12753,fig-001352,1
12764,fig-001033,1
12765,fig-001034,1
12769,fig-000840,1
12770,fig-000696,1
12778,fig-000985,1
12783,fig-000124,1
12792,fig-000359,1
12792,fig-000629,1
12792,fig-002235,1
12795,fig-000164,1
12798,fig-002711,1
12804,fig-001186,1
12806,fig-000348,1
12809,fig-000139,1
12811,fig-000809,1
12811,fig-002687,1
12811,fig-002688,1
12811,fig-002689,1
12811,fig-002690,1
12840,fig-000168,1
12842,fig-001405,1
12843,fig-002335,1
12855,fig-000748,1
12863,fig-001279,1
12863,fig-002768,1
12863,fig-002770,1
12863,fig-002771,1
12863,fig-002772,1
12869,fig-002238,1
12879,fig-000917,1
12887,fig-001506,1
12890,fig-000952,1
12895,fig-000268,1
12904,fig-001173,1
12920,fig-001455,1
12926,fig-000606,1
12943,fig-001773,1
12943,fig-002735,1
12943,fig-002736,1
12949,fig-001104,1
12958,fig-000448,1
12963,fig-001315,1
12982,fig-002257,1
12982,fig-002278,1
12991,fig-002440,1
12991,fig-002447,1
12997,fig-001397,1
13000,fig-000566,1
13011,fig-001140,1
13012,fig-000805,1
13031,fig-000140,1
13038,fig-000294,1
13040,fig-000651,1
13044,fig-000245,1
13050,fig-000380,1
13053,fig-001431,1
13054,fig-000349,1
13055,fig-000232,1
13057,fig-000343,1
13061,fig-000125,1
13067,fig-002161,1
13067,fig-002162,1
13067,fig-002217,1
13082,fig-001424,1
13084,fig-001026,1
13090,fig-000129,1
13101,fig-000505,1
13110,fig-000081,1
13115,fig-000848,1
13118,fig-001302,1
13118,fig-001307,1
13154,fig-000434,1
13160,fig-000686,1
13167,fig-000732,1
13171,fig-000529,1
13179,fig-000285,1
13181,fig-000098,1
13187,fig-000086,1
13190,fig-001125,1
13194,fig-000517,2
13196,fig-001439,1
13196,fig-002189,1
13199,fig-001434,1
13208,fig-001337,1
13226,fig-000580,1
13232,fig-000061,1
13232,fig-000065,1
13232,fig-000070,1
13232,fig-000406,1
13232,fig-002231,1
13232,fig-002777,1
13244,fig-000460,1
13256,fig-000187,2
13259,fig-001127,1
13280,fig-000034,1
13285,fig-000908,1
13302,fig-000024,1
13307,fig-000986,1
13313,fig-001050,1
13319,fig-000247,1
13333,fig-000783,1
13334,fig-001246,1
13342,fig-000922,1
13343,fig-001086,1
13344,fig-000004,1
13345,fig-000020,1
13346,fig-000740,1
13360,fig-001433,1
13391,fig-000179,1
13410,fig-000439,1
13411,fig-000887,1
13417,fig-000768,1
13426,fig-000589,1
13430,fig-000302,1
13433,fig-000171,1
13441,fig-001233,1
13442,fig-000285,1
13451,fig-000233,1
13453,fig-001115,1
13466,fig-000122,1
13477,fig-002333,1
13477,fig-002441,1
13477,fig-002443,1
13478,fig-000290,1
13487,fig-002014,1
13507,fig-000959,1
13526,fig-000193,1
13532,fig-000646,1
13540,fig-001266,1
13542,fig-001236,1
13546,fig-001232,1
13553,fig-000881,1
13556,fig-001319,1
13562,fig-001292,1
13564,fig-001054,1
13567,fig-000562,1
13575,fig-000414,1
13578,fig-000811,1
13584,fig-000285,4
13586,fig-000623,1
13595,fig-000717,1
13604,fig-001553,1
13606,fig-001285,1
13610,fig-000348,1
13611,fig-000733,1
13622,fig-001415,1
13631,fig-002325,1
13631,fig-002326,1
13633,fig-000266,1
13642,fig-000612,1
13654,fig-000816,1
13659,fig-000396,1
13662,fig-000405,1
13663,fig-000065,1
13668,fig-000223,1
13671,fig-000369,1
13676,fig-001025,1
13681,fig-001491,1
13684,fig-001046,1
13695,fig-001468,1
13697,fig-000430,1
13706,fig-000248,1
13709,fig-000643,1
13712,fig-000423,1
13721,fig-001084,1
13724,fig-001396,1
13733,fig-000235,1
13738,fig-000402,1
13748,fig-000735,2
13759,fig-000587,1
13767,fig-000187,1
13772,fig-001532,1
13774,fig-000203,1
13783,fig-000522,1
13785,fig-000794,1
13787,fig-001453,1
13792,fig-000910,1
13802,fig-000617,1
13806,fig-000571,1
13807,fig-001318,1
13813,fig-001361,1
13816,fig-001557,1
13818,fig-000341,1
13821,fig-000760,1
13824,fig-000136,1
13842,fig-001208,1
13846,fig-000678,1
13862,fig-000842,1
13868,fig-000285,4
13885,fig-000905,1
13891,fig-000438,1
13893,fig-000310,1
13901,fig-001551,2
13909,fig-000455,1
13911,fig-001323,1
13933,fig-000328,1
13950,fig-000575,1
13956,fig-000647,1
13975,fig-000236,2
14000,fig-000999,1
14002,fig-001432,1
14007,fig-000425,1
14008,fig-000477,1
14009,fig-000149,1
14009,fig-000256,1
14009,fig-000880,1
14009,fig-001490,1
14009,fig-002470,1
14009,fig-002571,1
14012,fig-001281,1
14017,fig-000724,1
14019,fig-000030,1
14019,fig-000061,1
14027,fig-000918,1
14048,fig-001349,1
14054,fig-000175,1
14061,fig-002388,1
14061,fig-002389,1
14062,fig-000349,1
14068,fig-000337,1
14072,fig-000242,1
14080,fig-002264,1
14080,fig-002270,1
14080,fig-002294,1
14083,fig-000431,1
14093,fig-000793,1
14104,fig-000963,1
14109,fig-000260,1
14109,fig-000848,1
14111,fig-000747,1
14121,fig-001064,1
14139,fig-000265,1
14155,fig-001547,1
14160,fig-000384,1
14176,fig-002156,1
14176,fig-002167,1
14176,fig-002168,1
14188,fig-000572,1
14190,fig-000599,1
14205,fig-002368,1
14205,fig-002369,1
14209,fig-000208,1
14228,fig-000412,1
14243,fig-000153,1
14251,fig-000609,1
14259,fig-000509,1
14265,fig-000719,1
14269,fig-001480,1
14270,fig-001151,1
14292,fig-001387,1
14301,fig-000359,1
14301,fig-000464,1
14301,fig-000526,1
14301,fig-002224,1
14302,fig-000903,1
14307,fig-000371,1
14309,fig-000619,1
14317,fig-000368,1
14317,fig-002711,1
14318,fig-001317,1
14329,fig-000195,1
14357,fig-000295,1
14359,fig-000135,1
14363,fig-000914,1
14365,fig-001328,1
14375,fig-001054,1
14375,fig-002337,1
14375,fig-002338,1
14383,fig-000359,1
14389,fig-000603,1
14392,fig-000526,1
14394,fig-001212,1
14399,fig-001400,1
14399,fig-001406,1
14399,fig-002722,1
14401,fig-001074,1
14402,fig-001268,1
14415,fig-000098,1
14416,fig-000058,1
14423,fig-002364,1
14423,fig-002365,1
14426,fig-000601,1
14428,fig-000212,1
14431,fig-001484,1
14435,fig-002403,1
14435,fig-002404,1
14436,fig-000089,1
14451,fig-000189,1
14456,fig-000421,1
14457,fig-000440,1
14467,fig-000161,1
14472,fig-001163,1
14477,fig-001103,1
14489,fig-000687,1
14490,fig-001012,1
14492,fig-000441,1
14500,fig-000590,1
14501,fig-000579,1
14518,fig-001334,1
14527,fig-000109,1
14529,fig-000225,1
14529,fig-000811,1
14545,fig-000751,1
14547,fig-000490,1
14578,fig-001358,1
14581,fig-001227,1
14583,fig-000611,1
14589,fig-000764,1
14598,fig-001119,1
14614,fig-000118,1
14615,fig-001018,1
14618,fig-000390,2
14620,fig-001544,1
14629,fig-002422,1
14629,fig-002423,1
14630,fig-000076,1
14633,fig-000957,1
14634,fig-000359,1
14634,fig-000622,1
14634,fig-000631,1
14634,fig-001119,1
14634,fig-002229,1
14634,fig-002251,1
14634,fig-002252,1
14635,fig-001093,1
14644,fig-001773,1
14644,fig-002737,1
14644,fig-002738,1
14644,fig-002739,1
14644,fig-002740,1
14644,fig-002741,1
14644,fig-002742,1
14645,fig-001355,1
14650,fig-000359,1
14650,fig-000369,1
14650,fig-000628,1
14650,fig-000629,1
14650,fig-000631,1
14650,fig-002225,1
14652,fig-000392,1
14660,fig-001204,1
14671,fig-001263,1
14676,fig-000308,1
14684,fig-001128,1
14687,fig-000425,1
14689,fig-001320,1
14695,fig-000094,1
14702,fig-000924,1
14705,fig-000840,1
14705,fig-002333,1
14714,fig-000408,1
14724,fig-000123,1
14734,fig-001402,1
14738,fig-000377,1
14747,fig-002199,1
14747,fig-002200,1
14747,fig-002201,1
14750,fig-000174,1
14759,fig-000442,1
14760,fig-001500,1
14775,fig-000456,1
14775,fig-002336,1
14777,fig-001333,1
14778,fig-002580,1
14778,fig-002581,1
14794,fig-001132,1
14804,fig-001366,1
14835,fig-001560,1
14837,fig-001552,1
14863,fig-001472,1
14874,fig-001408,1
14875,fig-002268,1
14875,fig-002278,1
14875,fig-002279,1
14887,fig-000168,1
14899,fig-000114,1
14906,fig-000151,1
14908,fig-000604,1
14910,fig-000359,1
14926,fig-000213,1
14926,fig-000417,1
14926,fig-000426,1
14926,fig-000528,1
14926,fig-002724,1
14926,fig-002726,1
14926,fig-002727,1
14927,fig-000505,1
14929,fig-001092,1
14938,fig-000711,1
14939,fig-001183,2
14948,fig-001080,1
14965,fig-000086,1
14976,fig-001277,1
14977,fig-000462,1
14989,fig-000034,1
14996,fig-000233,1
15002,fig-000955,1
15005,fig-000521,1
15012,fig-000077,1
15020,fig-000096,1
15024,fig-001336,1
15028,fig-000938,1
15042,fig-000003,1
15042,fig-000124,1
15042,fig-000516,1
15046,fig-000991,1
15050,fig-000615,1
15052,fig-000683,1
15068,fig-000951,1
15069,fig-000600,1
15084,fig-000947,1
15085,fig-000098,1
15088,fig-001076,1
15092,fig-002460,1
15092,fig-002461,1
15092,fig-002462,1
15092,fig-002463,1
15092,fig-002464,1
15099,fig-000534,1
15104,fig-000030,1
15110,fig-001400,1
15117,fig-001217,1
15119,fig-001062,1
15125,fig-001380,1
15127,fig-000088,2
15130,fig-001077,1
15134,fig-000322,1
15138,fig-000461,1
15144,fig-001312,1
15146,fig-000945,1
15161,fig-002480,4
15161,fig-002481,2
15162,fig-000395,1
15170,fig-000327,1
15170,fig-002236,1
